"ID";"Timestamp";"Q2_1";"Q2_2";"Q2_3";"Q3_1";"Q4_1";"Q4_2_1";"Q4_2_2";"Q4_2_3";"Q4_2_4";"Q5_1";"Q5_2";"Q5_4";"Q5_5";"Q5_6";"Q5_7_1";"Q5_7_2";"Q5_7_3";"Q5_7_4";"Q5_7_5";"Q5_7_6";"Q5_7_7";"Q5_7_8";"Q5_7_9";"Q5_7_10";"Q6_1_1";"Q6_1_2";"Q6_1_3";"Q6_1_4";"Q6_1_5";"Q6_3";"Q6_4";"Q6_5";"Q7_1";"Q7_2";"Q7_3";"Q7_4";"Q7_5";"Q7_6";"Q7_7";"Q7_9";"Q7_10";"Q8_1";"Q9_1_1";"Q9_1_2";"Q9_1_3";"Q9_1_4";"Q9_1_5";"Q9_1_6"
1;2017-07-31 15:40:28;NA;22;7;"Yes, I solely used the lecture recordings.";"Yes";FALSE;TRUE;FALSE;FALSE;"no answer";"No";"I usually watched lecture recordings completely.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";5;5;5;4;4;4;"No";NA;NA;NA;NA;NA;NA;NA;NA;NA
2;2017-07-31 15:40:33;"male";23;3;"Yes, parallel to the lectures.";"Yes";TRUE;FALSE;FALSE;FALSE;"about half";"No";"I usually only watch parts of a lecture recording.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;TRUE;FALSE;FALSE;"always alone";"in the university";"Computer";5;5;5;4;4;3;"No";NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
3;2017-07-31 16:22:17;"male";22;3;"Yes, I solely used the lecture recordings.";"No";NA;NA;NA;NA;"a few";"No";"I usually watched lecture recordings completely.";"Yes";"almost all";TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";5;5;5;4;4;5;"Yes";"Windows 10";"Google Chrome / Chromium";"sehr zufrieden";NA;NA;NA;NA;NA;NA
4;2017-07-31 16:35:09;"female";22;5;"Yes, parallel to the lectures.";"Yes";TRUE;FALSE;FALSE;FALSE;"a few";"Yes";"I usually watched lecture recordings completely.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;TRUE;FALSE;FALSE;"mostly together with other people";"at home";"Laptop";5;1;5;5;4;4;"Yes";"Windows 10";"Firefox";"eher zufrieden";NA;NA;NA;NA;NA;NA
5;2017-07-31 16:37:37;"male";21;6;"Yes, parallel to the lectures.";"No";NA;NA;NA;NA;"about half";"No";"I usually watched lecture recordings completely.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";4;5;3;4;3;5;"No";NA;NA;"sehr zufrieden";NA;NA;NA;NA;NA;NA
6;2017-07-31 16:45:17;"male";25;6;"Yes, parallel to the lectures.";"No";NA;NA;NA;NA;"almost all";"No";"I usually watched lecture recordings completely.";"Yes";"about half";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;"always alone";"at home";"Laptop";5;4;4;5;4;4;"No";NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
7;2017-07-31 17:05:37;"male";21;4;"Yes, I solely used the lecture recordings.";"Yes";TRUE;FALSE;FALSE;FALSE;"about half";"No";"I usually watched lecture recordings completely.";"Yes";"a few";TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;"always alone";"at home";"Laptop";5;4;4;5;4;5;"Yes";"Windows 10";"Google Chrome / Chromium";"sehr zufrieden";NA;NA;NA;NA;NA;NA
8;2017-07-31 17:15:41;"male";24;6;"Yes, I solely used the lecture recordings.";"Yes";TRUE;FALSE;FALSE;FALSE;"almost all";"Yes";"I usually only watch parts of a lecture recording.";"Yes";"a few";FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";3;4;5;2;2;4;"No";NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
9;2017-07-31 17:40:03;"male";22;6;"Yes, parallel to the lectures.";"Yes";FALSE;TRUE;TRUE;FALSE;"almost all";"Yes";"I usually watched lecture recordings completely.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";5;2;5;4;3;3;"No";NA;NA;"sehr zufrieden";NA;NA;NA;NA;NA;NA
10;2017-07-31 18:03:41;"male";20;4;"Yes, parallel to the lectures.";"Yes";TRUE;FALSE;FALSE;FALSE;"about half";"No";"I usually only watch parts of a lecture recording.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;FALSE;FALSE;FALSE;"mostly alone";"at home";"Laptop";5;1;3;2;4;3;"No";NA;NA;"eher unzufrieden";NA;NA;NA;NA;NA;NA
11;2017-07-31 18:09:35;"male";21;4;"Yes, parallel to the lectures.";"Yes";TRUE;FALSE;FALSE;FALSE;"almost all";"No";"I usually watched lecture recordings completely.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";5;4;5;4;4;3;"No";NA;NA;"neutral";NA;NA;NA;NA;NA;NA
12;2017-07-31 18:11:48;"male";34;4;"Yes, I solely used the lecture recordings.";"Yes";TRUE;FALSE;FALSE;FALSE;"almost all";"Yes";"I usually watched lecture recordings completely.";"Yes";"almost all";TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;"always alone";"at home";"Laptop";5;4;3;5;3;5;"Yes";"Windows 7";"Firefox";"sehr zufrieden";NA;NA;NA;NA;NA;NA
13;2017-07-31 18:40:22;"male";25;4;"Yes, parallel to the lectures.";"Yes";TRUE;FALSE;FALSE;FALSE;"almost all";"Yes";"I usually watched lecture recordings completely.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;TRUE;FALSE;FALSE;"always alone";"at home";"Computer";5;5;5;4;4;4;"No";NA;NA;"sehr zufrieden";NA;NA;NA;NA;NA;NA
14;2017-07-31 18:48:14;"male";20;4;"Yes, I solely used the lecture recordings.";"Yes";TRUE;FALSE;FALSE;FALSE;"almost all";"Yes";"I usually only watch parts of a lecture recording.";"Yes";"almost all";TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"always alone";"at home";"Computer";5;4;5;5;2;1;"No";NA;NA;"neutral";NA;NA;NA;NA;NA;NA
15;2017-07-31 18:53:02;"female";24;5;"Yes, I solely used the lecture recordings.";"Yes";TRUE;FALSE;FALSE;FALSE;"almost all";"No";"I usually watched lecture recordings completely.";"no answer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";5;3;5;4;3;4;"No";NA;NA;"neutral";NA;NA;NA;NA;NA;NA
16;2017-07-31 19:56:22;"male";23;4;"Yes, I solely used the lecture recordings.";"Yes";TRUE;FALSE;FALSE;FALSE;"almost all";"No";"I usually watched lecture recordings completely.";"Yes";"almost all";TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;"always alone";"at home";"Tablet";5;2;5;4;5;4;"No";NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
17;2017-07-31 20:19:07;"male";23;4;"Yes, parallel to the lectures.";"No";NA;NA;NA;NA;"about half";"No";"I usually only watch parts of a lecture recording.";"Yes";"about half";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";5;2;4;4;NA;4;"No";NA;NA;"neutral";NA;NA;NA;NA;NA;NA
18;2017-07-31 20:21:40;"female";22;4;"Yes, I solely used the lecture recordings.";"Yes";TRUE;FALSE;FALSE;FALSE;"almost all";"No";"I usually watched lecture recordings completely.";"Yes";"almost all";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";5;1;4;2;2;3;"No";NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
19;2017-08-01 08:07:28;"female";21;4;"Yes, parallel to the lectures.";"Yes";TRUE;FALSE;FALSE;FALSE;"a few";"No";"I usually only watch parts of a lecture recording.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;FALSE;FALSE;FALSE;"always alone";"at home";"Laptop";5;5;5;5;5;5;"No";NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
20;2017-08-01 08:32:54;"male";24;4;"Yes, parallel to the lectures.";"Yes";TRUE;FALSE;FALSE;FALSE;"most";"No";"I usually watched lecture recordings completely.";"no answer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;FALSE;FALSE;FALSE;"always alone";"at home";"Laptop";5;5;5;4;3;3;"No";NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
21;2017-08-01 09:09:30;"female";20;4;"Yes, parallel to the lectures.";"Yes";TRUE;FALSE;FALSE;FALSE;"a few";"No";"I usually watched lecture recordings completely.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;FALSE;FALSE;FALSE;"always alone";"at home";"Tablet";5;2;4;4;3;4;"Yes";"I don't know.";"Google Chrome / Chromium";"eher zufrieden";NA;NA;NA;NA;NA;NA
22;2017-08-01 10:13:26;"female";24;4;"Yes, parallel to the lectures.";"Yes";TRUE;FALSE;FALSE;FALSE;"almost all";"Yes";"I usually watched lecture recordings completely.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;TRUE;FALSE;FALSE;"always alone";"at home";"Computer";4;1;5;3;4;5;"No";NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
23;2017-08-01 10:47:10;"male";22;6;"Yes, I solely used the lecture recordings.";"No";NA;NA;NA;NA;"almost all";"No";"I usually watched lecture recordings completely.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";5;1;5;4;4;5;"No";NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
24;2017-08-01 10:50:03;"male";24;4;"Yes, parallel to the lectures.";"No";NA;NA;NA;NA;"a few";"No";"I usually only watch parts of a lecture recording.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";5;3;5;4;4;3;"Yes";"Windows 10";"Firefox";"eher zufrieden";NA;NA;NA;NA;NA;NA
25;2017-08-01 12:40:19;"female";19;3;"Yes, parallel to the lectures.";"No";NA;NA;NA;NA;"a few";"No";"I usually only watch parts of a lecture recording.";"Yes";"a few";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;"always alone";"at home";"Laptop";5;1;5;5;NA;4;"No";NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
26;2017-08-02 10:22:45;"male";22;6;"Yes, I solely used the lecture recordings.";"Yes";TRUE;FALSE;FALSE;FALSE;"a few";"No";"I usually only watch parts of a lecture recording.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;TRUE;FALSE;FALSE;"always alone";"in the university";"Computer";5;5;5;3;2;2;"No";NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
27;2017-08-02 22:08:26;"female";21;6;"Yes, parallel to the lectures.";"Yes";TRUE;FALSE;TRUE;FALSE;"about half";"no answer";"I usually only watch parts of a lecture recording.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";5;3;5;5;4;5;"no answer";NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
28;2017-08-03 10:31:54;"male";21;4;"Yes, parallel to the lectures.";"Yes";TRUE;FALSE;FALSE;FALSE;"almost all";"Yes";"I usually watched lecture recordings completely.";"Yes";"about half";TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;"always alone";"at home";"Computer";5;3;5;4;4;3;"Yes";"OS X 10.11: El Capitan";"Google Chrome / Chromium";"eher zufrieden";NA;NA;NA;NA;NA;NA
29;2017-08-03 12:39:10;"male";21;6;"Yes, parallel to the lectures.";"Yes";TRUE;FALSE;FALSE;FALSE;"most";"No";"I usually only watch parts of a lecture recording.";"no answer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;FALSE;FALSE;FALSE;"always alone";"at home";"Computer";5;4;4;4;3;4;NA;NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
30;2017-08-03 14:49:24;"male";22;5;"Yes, parallel to the lectures.";"No";NA;NA;NA;NA;"about half";"Yes";"I usually only watch parts of a lecture recording.";"Yes";"a few";TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;"always alone";"at home";"Tablet";5;5;4;4;5;3;"No";NA;NA;"sehr zufrieden";NA;NA;NA;NA;NA;NA
31;2017-08-03 19:57:14;"female";22;6;"Yes, parallel to the lectures.";"Yes";TRUE;FALSE;TRUE;FALSE;"almost all";"Yes";"I usually watched lecture recordings completely.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";5;2;4;5;NA;4;"Yes";"Windows 10";"Google Chrome / Chromium";"eher zufrieden";NA;NA;NA;NA;NA;NA
32;2017-08-04 18:53:44;"female";21;4;"Yes, parallel to the lectures.";"Yes";TRUE;FALSE;FALSE;FALSE;"a few";"No";"I usually only watch parts of a lecture recording.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";5;2;5;4;4;4;"No";NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
33;2017-08-05 00:55:24;"male";22;5;"Yes, I solely used the lecture recordings.";"Yes";TRUE;FALSE;FALSE;FALSE;"most";"Yes";"I usually watched lecture recordings completely.";"Yes";"almost all";TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"always alone";"at home";"Computer";5;3;4;4;2;3;"No";NA;NA;"sehr zufrieden";NA;NA;NA;NA;NA;NA
34;2017-08-08 09:38:37;"male";20;4;"Yes, parallel to the lectures.";"No";NA;NA;NA;NA;"a few";"No";"I usually watched lecture recordings completely.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;TRUE;FALSE;FALSE;"always alone";"in the university";"Laptop";5;3;5;5;5;5;"Yes";"Windows 8";"Firefox";"eher unzufrieden";NA;NA;NA;NA;NA;NA
35;2017-08-14 02:26:58;"male";22;6;"Yes, I solely used the lecture recordings.";"Yes";TRUE;FALSE;FALSE;FALSE;"a few";"Yes";"I usually only watch parts of a lecture recording.";"no answer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";5;5;5;4;3;3;"No";NA;NA;"eher unzufrieden";NA;NA;NA;NA;NA;NA
36;2017-08-14 06:21:00;"female";21;4;"Yes, I solely used the lecture recordings.";"Yes";TRUE;TRUE;FALSE;FALSE;"almost all";"Yes";"I usually watched lecture recordings completely.";"Yes";"almost all";TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";5;3;4;4;4;4;"No";NA;NA;"sehr zufrieden";NA;NA;NA;NA;NA;NA
37;2017-08-14 06:29:26;"male";23;4;"Yes, I solely used the lecture recordings.";"No";NA;NA;NA;NA;"almost all";"Yes";"I usually only watch parts of a lecture recording.";"Yes";"almost all";TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;"always alone";"at home";"Laptop";3;5;3;1;3;4;"No";NA;NA;"eher unzufrieden";NA;NA;NA;NA;NA;NA
38;2017-08-14 06:29:46;"female";22;4;"Yes, I solely used the lecture recordings.";"Yes";TRUE;FALSE;FALSE;FALSE;"almost all";"Yes";"I usually watched lecture recordings completely.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;FALSE;FALSE;FALSE;"always alone";"at home";"Laptop";5;4;3;4;4;3;"No";NA;NA;"sehr zufrieden";NA;NA;NA;NA;NA;NA
39;2017-08-14 06:52:47;"female";21;4;"Yes, I solely used the lecture recordings.";"No";NA;NA;NA;NA;"no answer";"Yes";"I usually watched lecture recordings completely.";"Yes";"almost all";TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;"always alone";"at home";"Tablet";5;4;3;4;3;3;"No";NA;NA;"sehr zufrieden";NA;NA;NA;NA;NA;NA
40;2017-08-14 07:32:29;"female";21;6;"Yes, I solely used the lecture recordings.";"Yes";TRUE;FALSE;FALSE;FALSE;"almost all";"Yes";"I usually watched lecture recordings completely.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;TRUE;FALSE;FALSE;"always alone";"at home";"Tablet";5;5;5;5;5;5;"No";NA;NA;"sehr zufrieden";NA;NA;NA;NA;NA;NA
41;2017-08-14 07:55:13;"female";20;3;"Yes, I solely used the lecture recordings.";"No";NA;NA;NA;NA;"almost all";"No";"I usually watched lecture recordings completely.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;TRUE;FALSE;FALSE;"always alone";"at home";"Computer";5;5;5;4;5;3;NA;NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
42;2017-08-14 08:31:36;"female";25;5;"Yes, I solely used the lecture recordings.";"Yes";TRUE;FALSE;FALSE;FALSE;"almost all";"Yes";"I usually watched lecture recordings completely.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";4;4;5;4;4;3;"No";NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
43;2017-08-14 08:32:53;"male";26;8;"Yes, parallel to the lectures.";"Yes";FALSE;FALSE;TRUE;FALSE;"a few";"No";"I usually only watch parts of a lecture recording.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;TRUE;FALSE;FALSE;"mostly alone";"at home";"Laptop";1;2;3;4;4;2;"No";NA;NA;NA;NA;NA;NA;NA;NA;NA
44;2017-08-14 08:59:04;"female";24;5;"Yes, parallel to the lectures.";"Yes";TRUE;FALSE;FALSE;FALSE;"a few";"Yes";"I usually watched lecture recordings completely.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";5;5;5;5;3;5;"No";NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
45;2017-08-14 09:43:01;"female";27;6;"Yes, parallel to the lectures.";"Yes";TRUE;FALSE;FALSE;FALSE;"a few";"No";"I usually only watch parts of a lecture recording.";"Yes";"no answer";TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";5;5;5;3;3;3;"No";NA;NA;"neutral";NA;NA;NA;NA;NA;NA
46;2017-08-14 10:45:40;"female";23;6;"Yes, I solely used the lecture recordings.";"Yes";TRUE;FALSE;FALSE;FALSE;"almost all";"Yes";"I usually only watch parts of a lecture recording.";"Yes";"almost all";FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"always alone";"at home";"Laptop";5;4;4;4;4;4;NA;NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
47;2017-08-14 14:08:40;"male";23;6;"Yes, I solely used the lecture recordings.";"No";NA;NA;NA;NA;"a few";"No";"I usually only watch parts of a lecture recording.";"no answer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;FALSE;FALSE;FALSE;"always alone";"at home";"Laptop";4;4;5;3;4;4;"No";NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
48;2017-08-14 14:26:16;"female";22;6;"Yes, I solely used the lecture recordings.";"Yes";TRUE;FALSE;FALSE;FALSE;"most";"No";"I usually watched lecture recordings completely.";"Yes";"most";FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;"always alone";"at home";"Computer";5;4;5;4;4;5;"No";NA;NA;"sehr zufrieden";NA;NA;NA;NA;NA;NA
49;2017-08-14 14:30:01;"female";23;8;"Yes, I solely used the lecture recordings.";"Yes";TRUE;FALSE;FALSE;FALSE;"about half";"No";"I usually only watch parts of a lecture recording.";"Yes";"a few";TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;"always alone";"at home";"Computer";5;4;5;4;4;4;"No";NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
50;2017-08-14 18:34:01;"female";27;8;"Yes, parallel to the lectures.";"Yes";TRUE;FALSE;FALSE;FALSE;"a few";"No";"I usually only watch parts of a lecture recording.";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;FALSE;FALSE;FALSE;"always alone";"at home";"Laptop";3;4;4;3;4;4;"No";NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
51;2017-08-14 21:29:11;"male";20;4;"Yes, I solely used the lecture recordings.";"Yes";TRUE;FALSE;FALSE;FALSE;"almost all";"Yes";"I usually only watch parts of a lecture recording.";"Yes";"almost all";TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"always alone";"at home";"Computer";5;4;5;4;2;2;"No";NA;NA;"neutral";NA;NA;NA;NA;NA;NA
52;2017-08-15 11:38:36;"male";23;6;"Yes, I solely used the lecture recordings.";"No";NA;NA;NA;NA;"a few";"Yes";"I usually watched lecture recordings completely.";"Yes";"most";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;"mostly alone";"at home";"Laptop";5;5;3;3;3;3;"No";NA;NA;"eher zufrieden";NA;NA;NA;NA;NA;NA
53;2017-08-16 01:13:51;"male";25;5;"Yes, parallel to the lectures.";"No";NA;NA;NA;NA;"a few";"No";"I usually watched lecture recordings completely.";"Yes";"about half";TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;"always alone";"at home";"Laptop";5;4;3;4;4;4;"Yes";"OS X 10.10: Yosemite";"Firefox";"sehr zufrieden";NA;NA;NA;NA;NA;NA
